# 冻结股票池（factor engineering · universe）★ 一经冻结不要修改
# generated_at=2026-09-18 23:13:31
# 口径：主板 ∩ 至今存续 ∩ 从未ST(2016-08-09起) ∩ 上市日≤2018-01-01
# 只数=2115
#
# ⚠️ 代价（用户 2026-09-18 确认接受）：
#   1) 要求『至今存续』→ 引入幸存者偏差（回测收益会被系统性高估）；
#   2) 『从未ST』是事后判据（2019 年 ST 过的票，其 2012–2018 数据也一并剔除）；
#   3) ST 判据 = stock_st_info（type='ST'，官方口径）；
#      ⚠️ 其覆盖只到 2016-08-09 ⇒ 完整含义是『2016-08-09 以来从未 ST』。
#      ⚠️ 不可改用 stock_daily 的 stock_name —— 厂商已把历史名称改成当前名。
#
# ★ 内容哈希会进 fea/engine.py 的 universe_fp：改它 = 触发全部因子全量重建。
#   重新生成：python scripts/build_frozen_universe.py --force
#
# stock_code	list_date	delist_date
603081.SH	2017-04-20	
603083.SH	2017-11-10	
603085.SH	2015-06-30	
603086.SH	2017-05-11	
603088.SH	2014-11-11	
603089.SH	2017-01-26	
603090.SH	2016-08-31	
603096.SH	2017-04-25	
603098.SH	2016-12-16	
603099.SH	2014-08-22	
603100.SH	2014-08-05	
603101.SH	2016-05-06	
603103.SH	2017-10-12	
603106.SH	2017-09-20	
603108.SH	2015-05-27	
603110.SH	2017-10-13	
603111.SH	2014-08-01	
603113.SH	2017-05-11	
603116.SH	2015-06-29	
603118.SH	2015-02-25	
603123.SH	2012-05-03	
603126.SH	2014-07-31	
603127.SH	2017-08-25	
603128.SH	2012-05-29	
603129.SH	2017-08-18	
603131.SH	2016-06-07	
603136.SH	2017-09-27	
603138.SH	2017-03-06	
603139.SH	2017-04-21	
603158.SH	2015-03-20	
603159.SH	2016-08-12	
603160.SH	2016-10-17	
603165.SH	2017-01-17	
603166.SH	2014-11-27	
603167.SH	2012-09-06	
603168.SH	2014-07-02	
603169.SH	2014-10-09	
603177.SH	2017-02-07	
603178.SH	2017-03-28	
603179.SH	2017-03-17	
603180.SH	2017-05-12	
603181.SH	2017-08-24	
603183.SH	2017-09-05	
603186.SH	2017-01-03	
603196.SH	2017-05-31	
603197.SH	2017-05-19	
603198.SH	2015-05-28	
603199.SH	2015-03-26	
603200.SH	2017-06-01	
603203.SH	2016-11-08	
603208.SH	2017-02-10	
603218.SH	2016-12-28	
603222.SH	2015-02-17	
603223.SH	2015-06-30	
603225.SH	2017-04-18	
603226.SH	2017-06-15	
603227.SH	2015-05-15	
603228.SH	2017-01-06	
603229.SH	2017-05-09	
603232.SH	2017-04-21	
603233.SH	2017-07-31	
603238.SH	2017-02-22	
603239.SH	2016-12-30	
603258.SH	2016-10-26	
603260.SH	2017-10-30	
603266.SH	2017-01-10	
603269.SH	2017-05-17	
603277.SH	2017-09-11	
603278.SH	2017-11-13	
603283.SH	2017-12-25	
603286.SH	2017-06-27	
603288.SH	2014-02-11	
603289.SH	2017-10-31	
603298.SH	2016-12-27	
603299.SH	2015-12-31	
603300.SH	2015-05-29	
603303.SH	2017-03-30	
603305.SH	2017-07-10	
603306.SH	2014-09-26	
603308.SH	2014-01-22	
603309.SH	2015-03-02	
603311.SH	2015-05-18	
603313.SH	2016-10-13	
603315.SH	2015-04-24	
603316.SH	2017-06-19	
603318.SH	2015-04-24	
603319.SH	2016-11-30	
603320.SH	2017-05-02	
603321.SH	2017-09-15	
603323.SH	2016-11-29	
603326.SH	2017-06-16	
603328.SH	2014-07-01	
603329.SH	2017-12-29	
603330.SH	2017-02-13	
603331.SH	2017-07-05	
603333.SH	2012-05-07	
603335.SH	2017-06-20	
603336.SH	2016-11-24	
603337.SH	2017-01-19	
603338.SH	2015-03-25	
603339.SH	2016-05-19	
603345.SH	2017-02-22	
603355.SH	2015-05-13	
603357.SH	2017-08-01	
603358.SH	2017-01-25	
603360.SH	2017-02-06	
603365.SH	2017-11-20	
603366.SH	2012-05-21	
603367.SH	2017-09-29	
603368.SH	2014-12-04	
603369.SH	2014-07-03	
603380.SH	2017-06-22	
603383.SH	2017-05-22	
603385.SH	2017-04-05	
603386.SH	2017-09-12	
603387.SH	2017-07-17	
603393.SH	2016-09-12	
603396.SH	2017-10-18	
603399.SH	2012-08-24	
603416.SH	2016-12-21	
603421.SH	2016-10-11	
603444.SH	2017-01-04	
603456.SH	2014-10-10	
603458.SH	2017-08-09	
603466.SH	2017-10-20	
603477.SH	2017-12-18	
603488.SH	2017-05-16	
603496.SH	2017-06-07	
603499.SH	2017-10-16	
603500.SH	2017-09-04	
603501.SH	2017-05-04	
603505.SH	2017-05-03	
603507.SH	2017-11-06	
603508.SH	2015-12-24	
603515.SH	2016-08-19	
603518.SH	2014-12-03	
603519.SH	2015-03-19	
603520.SH	2016-03-09	
603527.SH	2017-09-07	
603528.SH	2016-05-03	
603533.SH	2017-09-21	
603535.SH	2017-08-08	
603536.SH	2017-06-13	
603538.SH	2017-04-07	
603556.SH	2016-11-10	
603558.SH	2015-01-27	
603566.SH	2015-05-18	
603567.SH	2015-04-24	
603568.SH	2015-05-28	
603569.SH	2016-08-10	
603577.SH	2016-12-22	
603578.SH	2017-03-06	
603579.SH	2017-01-11	
603585.SH	2016-12-14	
603586.SH	2017-04-06	
603588.SH	2014-12-29	
603589.SH	2015-06-29	
603598.SH	2015-05-27	
603599.SH	2015-05-13	
603600.SH	2015-01-23	
603601.SH	2015-01-22	
603602.SH	2017-08-10	
603605.SH	2017-11-15	
603606.SH	2014-10-15	
603607.SH	2017-10-25	
603609.SH	2014-08-08	
603611.SH	2015-01-28	
603612.SH	2017-07-18	
603615.SH	2017-02-13	
603616.SH	2015-06-11	
603617.SH	2017-07-03	
603618.SH	2015-02-17	
603619.SH	2017-11-17	
603626.SH	2017-02-09	
603628.SH	2017-01-12	
603630.SH	2017-03-13	
603633.SH	2016-11-17	
603636.SH	2014-12-30	
603637.SH	2017-02-08	
603638.SH	2017-01-20	
603639.SH	2017-01-12	
603648.SH	2017-09-13	
603655.SH	2017-12-29	
603656.SH	2017-03-21	
603658.SH	2016-09-01	
603659.SH	2017-11-03	
603660.SH	2016-12-01	
603661.SH	2017-11-21	
603663.SH	2016-08-01	
603665.SH	2017-03-13	
603667.SH	2016-10-25	
603668.SH	2017-01-17	
603669.SH	2015-05-28	
603676.SH	2017-07-21	
603677.SH	2017-02-06	
603678.SH	2015-01-26	
603679.SH	2017-06-21	
603683.SH	2017-10-20	
603685.SH	2017-11-27	
603686.SH	2015-01-26	
603688.SH	2014-10-31	
603689.SH	2017-01-10	
603690.SH	2017-01-13	
603696.SH	2015-12-09	
603698.SH	2015-01-28	
603699.SH	2014-01-17	
603701.SH	2016-04-12	
603703.SH	2015-04-23	
603707.SH	2017-07-19	
603708.SH	2016-12-13	
603711.SH	2017-11-30	
603716.SH	2016-10-31	
603717.SH	2017-03-27	
603722.SH	2017-10-25	
603725.SH	2017-09-06	
603726.SH	2016-04-21	
603727.SH	2016-11-22	
603728.SH	2017-05-09	
603730.SH	2017-07-28	
603737.SH	2016-06-03	
603738.SH	2016-09-28	
603757.SH	2017-07-11	
603758.SH	2017-05-17	
603766.SH	2012-08-10	
603767.SH	2017-06-13	
603768.SH	2017-03-24	
603776.SH	2017-08-17	
603777.SH	2016-10-12	
603778.SH	2015-12-31	
603787.SH	2017-04-27	
603788.SH	2015-01-20	
603797.SH	2017-04-13	
603798.SH	2016-04-06	
603799.SH	2015-01-29	
603800.SH	2015-12-10	
603801.SH	2017-06-30	
603803.SH	2017-04-20	
603806.SH	2014-09-05	
603808.SH	2015-04-22	
603809.SH	2017-11-28	
603811.SH	2017-03-15	
603816.SH	2016-10-14	
603817.SH	2017-02-20	
603818.SH	2015-04-22	
603819.SH	2016-11-25	
603823.SH	2016-12-20	
603826.SH	2017-04-14	
603829.SH	2017-10-17	
603833.SH	2017-03-28	
603839.SH	2017-02-14	
603848.SH	2017-12-01	
603855.SH	2017-05-24	
603856.SH	2017-11-06	
603858.SH	2016-11-18	
603859.SH	2016-10-21	
603860.SH	2017-08-02	
603861.SH	2016-03-22	
603866.SH	2015-12-22	
603868.SH	2016-04-18	
603877.SH	2017-01-09	
603878.SH	2016-12-19	
603881.SH	2017-02-08	
603882.SH	2017-09-08	
603883.SH	2015-04-23	
603885.SH	2015-05-27	
603886.SH	2016-12-28	
603887.SH	2016-10-10	
603888.SH	2016-10-28	
603889.SH	2014-12-31	
603890.SH	2017-12-12	
603896.SH	2017-05-10	
603898.SH	2015-02-17	
603899.SH	2015-01-27	
603900.SH	2016-11-23	
603901.SH	2015-05-29	
603903.SH	2017-03-14	
603906.SH	2017-04-10	
603908.SH	2017-03-07	
603909.SH	2016-06-28	
603912.SH	2017-11-01	
603916.SH	2017-11-10	
603917.SH	2017-12-04	
603918.SH	2015-05-28	
603919.SH	2016-03-10	
603920.SH	2017-04-26	
603926.SH	2017-05-10	
603928.SH	2016-12-12	
603929.SH	2016-12-30	
603933.SH	2017-07-06	
603936.SH	2015-12-09	
603937.SH	2017-11-02	
603938.SH	2017-06-28	
603939.SH	2015-02-17	
603955.SH	2017-03-10	
603958.SH	2016-06-29	
603960.SH	2017-03-14	
603966.SH	2017-01-25	
603968.SH	2015-05-18	
603969.SH	2015-02-27	
603970.SH	2017-11-16	
603976.SH	2017-08-22	
603977.SH	2016-11-11	
603978.SH	2017-08-07	
603979.SH	2015-06-30	
603980.SH	2017-06-15	
603985.SH	2017-05-05	
603986.SH	2016-08-18	
603987.SH	2016-11-21	
603988.SH	2014-11-04	
603989.SH	2015-05-15	
603990.SH	2016-12-08	
603991.SH	2017-03-08	
603993.SH	2012-10-09	
603997.SH	2015-03-02	
603998.SH	2014-12-05	
603999.SH	2015-12-10	
